race,positives,negatives,tp,fp,fn,tn,kappa,gmean,year,race_name,race_index,system,target
2024 :: Canadian Grand Prix,85,1023,23,93,62,930,0.1539401343921808,0.4959730887990136,2024,Canadian Grand Prix,51,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Chinese Grand Prix,53,782,27,38,26,744,0.41684853775643826,0.696188810049779,2024,Chinese Grand Prix,52,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Dutch Grand Prix,52,1355,49,275,3,1080,0.21034207083676537,0.8666397369849022,2024,Dutch Grand Prix,53,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Emilia Romagna Grand Prix,55,1163,10,55,45,1108,0.12380404287461333,0.4161967437878292,2024,Emilia Romagna Grand Prix,54,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Hungarian Grand Prix,80,1256,41,67,39,1189,0.39451361335339985,0.6965351578453521,2024,Hungarian Grand Prix,55,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Italian Grand Prix,60,922,6,13,54,909,0.12621849185901357,0.31399048025692433,2024,Italian Grand Prix,56,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Japanese Grand Prix,67,797,43,110,24,687,0.3172699288822842,0.7437826342270023,2024,Japanese Grand Prix,57,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Las Vegas Grand Prix,81,825,12,10,69,815,0.20255364663413333,0.38256033905657244,2024,Las Vegas Grand Prix,58,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Mexico City Grand Prix,44,1061,35,214,9,847,0.18365893332184868,0.7968777431990631,2024,Mexico City Grand Prix,59,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Miami Grand Prix,45,820,9,33,36,787,0.16495278069254982,0.43812237960665185,2024,Miami Grand Prix,60,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Monaco Grand Prix,14,1212,0,0,14,1212,0.0,0.0,2024,Monaco Grand Prix,61,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Qatar Grand Prix,73,715,25,76,48,639,0.20147753460928686,0.553230331068791,2024,Qatar Grand Prix,62,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Saudi Arabian Grand Prix,38,798,7,85,31,713,0.04633781763826594,0.40569582736305887,2024,Saudi Arabian Grand Prix,63,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Singapore Grand Prix,50,1106,32,199,18,907,0.16863748442346949,0.7244627616016981,2024,Singapore Grand Prix,64,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Spanish Grand Prix,84,1207,35,41,49,1166,0.4004396466314398,0.634439215310045,2024,Spanish Grand Prix,65,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: São Paulo Grand Prix,26,923,9,94,17,829,0.1001665741254858,0.5575848889712077,2024,São Paulo Grand Prix,66,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: United States Grand Prix,45,938,41,276,4,662,0.15910007454569897,0.8018871369066929,2024,United States Grand Prix,67,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Abu Dhabi Grand Prix,54,1066,30,77,24,989,0.32971486809983164,0.717931966212144,2025,Abu Dhabi Grand Prix,68,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Australian Grand Prix,58,587,1,4,57,583,0.017725627262514143,0.1308582867303993,2025,Australian Grand Prix,69,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Austrian Grand Prix,64,1011,45,91,19,920,0.40154459694724487,0.7998979905289334,2025,Austrian Grand Prix,70,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Azerbaijan Grand Prix,37,856,12,38,25,818,0.23965076833668952,0.5567106512175652,2025,Azerbaijan Grand Prix,71,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Bahrain Grand Prix,85,938,67,110,18,828,0.4496671373814807,0.8341452627257024,2025,Bahrain Grand Prix,72,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Belgian Grand Prix,52,767,0,0,52,767,0.0,0.0,2025,Belgian Grand Prix,73,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: British Grand Prix,59,500,14,124,45,376,-0.006734939630643977,0.4224223928322239,2025,British Grand Prix,74,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Canadian Grand Prix,106,1015,10,77,96,938,0.020090041382655577,0.2952673765970402,2025,Canadian Grand Prix,75,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Chinese Grand Prix,50,997,22,77,28,920,0.24755138498182794,0.6371954599355582,2025,Chinese Grand Prix,76,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Dutch Grand Prix,76,1045,20,61,56,984,0.1987231572838073,0.4977916479862183,2025,Dutch Grand Prix,77,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Emilia Romagna Grand Prix,66,965,21,65,45,900,0.21979911942762786,0.5447475399137752,2025,Emilia Romagna Grand Prix,78,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Hungarian Grand Prix,60,1289,35,151,25,1138,0.2329630993687285,0.7176341038495987,2025,Hungarian Grand Prix,79,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Italian Grand Prix,40,917,2,24,38,893,0.028617268589764544,0.2206612447869515,2025,Italian Grand Prix,80,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Japanese Grand Prix,42,997,11,33,31,964,0.2237035653412407,0.5032254943568565,2025,Japanese Grand Prix,81,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Las Vegas Grand Prix,34,769,22,27,12,742,0.5053934962174456,0.7901520380594139,2025,Las Vegas Grand Prix,82,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Mexico City Grand Prix,56,1150,16,46,40,1104,0.2337992376111817,0.5237229365663817,2025,Mexico City Grand Prix,83,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Miami Grand Prix,22,468,0,0,22,468,0.0,0.0,2025,Miami Grand Prix,84,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Monaco Grand Prix,72,1274,2,4,70,1270,0.04340978064615264,0.16640481785347777,2025,Monaco Grand Prix,85,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Qatar Grand Prix,85,914,6,5,79,909,0.10759937894804017,0.26495676102045745,2025,Qatar Grand Prix,86,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Saudi Arabian Grand Prix,32,813,30,132,2,681,0.26264310180904127,0.8861636292806079,2025,Saudi Arabian Grand Prix,87,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Singapore Grand Prix,46,1165,21,106,25,1059,0.19804973233107026,0.6441926255646455,2025,Singapore Grand Prix,88,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: Spanish Grand Prix,104,995,53,140,51,855,0.2667165049832495,0.6617482205363828,2025,Spanish Grand Prix,89,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: São Paulo Grand Prix,70,1056,31,89,39,967,0.2689053464542964,0.6368147365270441,2025,São Paulo Grand Prix,90,Batch Percent,target_pit_any_h2_clean_actionable
2025 :: United States Grand Prix,42,959,38,282,4,677,0.14664274089220874,0.7991939431928204,2025,United States Grand Prix,91,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Abu Dhabi Grand Prix,26,1036,0,0,26,1036,0.0,0.0,2022,Abu Dhabi Grand Prix,1,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Australian Grand Prix,20,821,0,0,20,821,0.0,0.0,2022,Australian Grand Prix,2,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Austrian Grand Prix,46,1191,0,0,46,1191,0.0,0.0,2022,Austrian Grand Prix,3,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Azerbaijan Grand Prix,25,748,0,0,25,748,0.0,0.0,2022,Azerbaijan Grand Prix,4,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Belgian Grand Prix,24,679,0,0,24,679,0.0,0.0,2022,Belgian Grand Prix,5,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: British Grand Prix,4,271,0,0,4,271,0.0,0.0,2022,British Grand Prix,6,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Canadian Grand Prix,19,1028,0,0,19,1028,0.0,0.0,2022,Canadian Grand Prix,7,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Dutch Grand Prix,41,1131,0,0,41,1131,0.0,0.0,2022,Dutch Grand Prix,8,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Emilia Romagna Grand Prix,22,1023,0,0,22,1023,0.0,0.0,2022,Emilia Romagna Grand Prix,9,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: French Grand Prix,16,844,0,0,16,844,0.0,0.0,2022,French Grand Prix,10,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Hungarian Grand Prix,34,1227,0,0,34,1227,0.0,0.0,2022,Hungarian Grand Prix,11,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Italian Grand Prix,36,781,0,0,36,781,0.0,0.0,2022,Italian Grand Prix,12,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Japanese Grand Prix,2,176,0,0,2,176,0.0,0.0,2022,Japanese Grand Prix,13,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Mexico City Grand Prix,12,1295,0,0,12,1295,0.0,0.0,2022,Mexico City Grand Prix,14,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Miami Grand Prix,21,886,0,0,21,886,0.0,0.0,2022,Miami Grand Prix,15,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Monaco Grand Prix,18,1006,0,0,18,1006,0.0,0.0,2022,Monaco Grand Prix,16,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Saudi Arabian Grand Prix,10,493,0,0,10,493,0.0,0.0,2022,Saudi Arabian Grand Prix,17,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Singapore Grand Prix,7,609,0,0,7,609,0.0,0.0,2022,Singapore Grand Prix,18,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Spanish Grand Prix,42,1130,0,0,42,1130,0.0,0.0,2022,Spanish Grand Prix,19,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: São Paulo Grand Prix,22,974,0,0,22,974,0.0,0.0,2022,São Paulo Grand Prix,20,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: United States Grand Prix,26,788,0,0,26,788,0.0,0.0,2022,United States Grand Prix,21,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Abu Dhabi Grand Prix,44,1012,0,0,44,1012,0.0,0.0,2023,Abu Dhabi Grand Prix,22,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Australian Grand Prix,10,748,0,0,10,748,0.0,0.0,2023,Australian Grand Prix,23,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Austrian Grand Prix,22,1240,0,0,22,1240,0.0,0.0,2023,Austrian Grand Prix,24,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Azerbaijan Grand Prix,16,846,0,0,16,846,0.0,0.0,2023,Azerbaijan Grand Prix,25,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Bahrain Grand Prix,60,925,0,0,60,925,0.0,0.0,2023,Bahrain Grand Prix,26,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Belgian Grand Prix,36,751,0,0,36,751,0.0,0.0,2023,Belgian Grand Prix,27,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: British Grand Prix,18,719,7,15,11,704,0.3320552147239264,0.6170703110786581,2023,British Grand Prix,28,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Canadian Grand Prix,18,1130,0,0,18,1130,0.0,0.0,2023,Canadian Grand Prix,29,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Dutch Grand Prix,12,1074,0,0,12,1074,0.0,0.0,2023,Dutch Grand Prix,30,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Hungarian Grand Prix,26,1181,0,1,26,1180,-0.0015981805329317034,0.0,2023,Hungarian Grand Prix,31,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Italian Grand Prix,14,751,0,0,14,751,0.0,0.0,2023,Italian Grand Prix,32,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Japanese Grand Prix,15,706,0,0,15,706,0.0,0.0,2023,Japanese Grand Prix,33,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Las Vegas Grand Prix,18,748,0,0,18,748,0.0,0.0,2023,Las Vegas Grand Prix,34,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Mexico City Grand Prix,14,1148,0,0,14,1148,0.0,0.0,2023,Mexico City Grand Prix,35,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Miami Grand Prix,12,1096,0,0,12,1096,0.0,0.0,2023,Miami Grand Prix,36,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Monaco Grand Prix,4,1449,0,0,4,1449,0.0,0.0,2023,Monaco Grand Prix,37,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Qatar Grand Prix,24,874,0,0,24,874,0.0,0.0,2023,Qatar Grand Prix,38,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Saudi Arabian Grand Prix,12,839,0,0,12,839,0.0,0.0,2023,Saudi Arabian Grand Prix,39,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Singapore Grand Prix,21,952,0,0,21,952,0.0,0.0,2023,Singapore Grand Prix,40,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: Spanish Grand Prix,44,1223,0,0,44,1223,0.0,0.0,2023,Spanish Grand Prix,41,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: São Paulo Grand Prix,36,998,0,0,36,998,0.0,0.0,2023,São Paulo Grand Prix,42,Batch Percent,target_pit_success_h2_clean_actionable
2023 :: United States Grand Prix,32,932,0,0,32,932,0.0,0.0,2023,United States Grand Prix,43,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Abu Dhabi Grand Prix,24,928,0,1,24,927,-0.002020882452004047,0.0,2024,Abu Dhabi Grand Prix,44,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Australian Grand Prix,16,822,0,0,16,822,0.0,0.0,2024,Australian Grand Prix,45,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Austrian Grand Prix,44,1297,0,0,44,1297,0.0,0.0,2024,Austrian Grand Prix,46,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Azerbaijan Grand Prix,18,901,0,0,18,901,0.0,0.0,2024,Azerbaijan Grand Prix,47,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Bahrain Grand Prix,44,1044,1,1,43,1043,0.040102662816811185,0.15068345399861122,2024,Bahrain Grand Prix,48,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Belgian Grand Prix,12,590,0,0,12,590,0.0,0.0,2024,Belgian Grand Prix,49,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: British Grand Prix,20,872,0,0,20,872,0.0,0.0,2024,British Grand Prix,50,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Canadian Grand Prix,15,1032,0,0,15,1032,0.0,0.0,2024,Canadian Grand Prix,51,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Chinese Grand Prix,22,802,0,0,22,802,0.0,0.0,2024,Chinese Grand Prix,52,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Dutch Grand Prix,12,1367,0,0,12,1367,0.0,0.0,2024,Dutch Grand Prix,53,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Emilia Romagna Grand Prix,20,1176,0,0,20,1176,0.0,0.0,2024,Emilia Romagna Grand Prix,54,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Hungarian Grand Prix,36,1288,0,0,36,1288,0.0,0.0,2024,Hungarian Grand Prix,55,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Italian Grand Prix,22,938,0,0,22,938,0.0,0.0,2024,Italian Grand Prix,56,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Japanese Grand Prix,17,839,0,0,17,839,0.0,0.0,2024,Japanese Grand Prix,57,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Las Vegas Grand Prix,44,848,0,0,44,848,0.0,0.0,2024,Las Vegas Grand Prix,58,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Mexico City Grand Prix,20,1071,0,0,20,1071,0.0,0.0,2024,Mexico City Grand Prix,59,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Miami Grand Prix,11,837,0,0,11,837,0.0,0.0,2024,Miami Grand Prix,60,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Monaco Grand Prix,2,1220,0,0,2,1220,0.0,0.0,2024,Monaco Grand Prix,61,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Qatar Grand Prix,12,750,0,0,12,750,0.0,0.0,2024,Qatar Grand Prix,62,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Saudi Arabian Grand Prix,20,814,0,0,20,814,0.0,0.0,2024,Saudi Arabian Grand Prix,63,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Singapore Grand Prix,16,1120,0,0,16,1120,0.0,0.0,2024,Singapore Grand Prix,64,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: Spanish Grand Prix,40,1215,0,0,40,1215,0.0,0.0,2024,Spanish Grand Prix,65,Batch Percent,target_pit_success_h2_clean_actionable
2024 :: United States Grand Prix,22,944,0,0,22,944,0.0,0.0,2024,United States Grand Prix,67,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Abu Dhabi Grand Prix,34,1082,3,13,31,1069,0.102500365550519,0.29525440862913405,2025,Abu Dhabi Grand Prix,68,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Austrian Grand Prix,18,1031,0,0,18,1031,0.0,0.0,2025,Austrian Grand Prix,70,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Azerbaijan Grand Prix,14,868,0,0,14,868,0.0,0.0,2025,Azerbaijan Grand Prix,71,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Bahrain Grand Prix,54,961,2,0,52,961,0.06788640858999717,0.19245008972987526,2025,Bahrain Grand Prix,72,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Belgian Grand Prix,28,789,0,0,28,789,0.0,0.0,2025,Belgian Grand Prix,73,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: British Grand Prix,4,512,0,0,4,512,0.0,0.0,2025,British Grand Prix,74,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Canadian Grand Prix,30,1065,0,0,30,1065,0.0,0.0,2025,Canadian Grand Prix,75,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Chinese Grand Prix,16,1021,0,0,16,1021,0.0,0.0,2025,Chinese Grand Prix,76,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Dutch Grand Prix,32,1059,0,0,32,1059,0.0,0.0,2025,Dutch Grand Prix,77,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Emilia Romagna Grand Prix,29,979,0,0,29,979,0.0,0.0,2025,Emilia Romagna Grand Prix,78,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Hungarian Grand Prix,14,1309,0,0,14,1309,0.0,0.0,2025,Hungarian Grand Prix,79,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Italian Grand Prix,12,929,0,0,12,929,0.0,0.0,2025,Italian Grand Prix,80,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Japanese Grand Prix,20,1011,0,0,20,1011,0.0,0.0,2025,Japanese Grand Prix,81,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Las Vegas Grand Prix,9,785,0,0,9,785,0.0,0.0,2025,Las Vegas Grand Prix,82,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Mexico City Grand Prix,30,1166,0,1,30,1165,-0.0016209206829480571,0.0,2025,Mexico City Grand Prix,83,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Miami Grand Prix,2,476,0,0,2,476,0.0,0.0,2025,Miami Grand Prix,84,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Monaco Grand Prix,26,1292,0,0,26,1292,0.0,0.0,2025,Monaco Grand Prix,85,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Qatar Grand Prix,51,934,0,0,51,934,0.0,0.0,2025,Qatar Grand Prix,86,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Saudi Arabian Grand Prix,14,823,0,0,14,823,0.0,0.0,2025,Saudi Arabian Grand Prix,87,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Singapore Grand Prix,16,1187,0,0,16,1187,0.0,0.0,2025,Singapore Grand Prix,88,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: Spanish Grand Prix,35,1032,0,0,35,1032,0.0,0.0,2025,Spanish Grand Prix,89,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: São Paulo Grand Prix,20,1068,0,0,20,1068,0.0,0.0,2025,São Paulo Grand Prix,90,Batch Percent,target_pit_success_h2_clean_actionable
2025 :: United States Grand Prix,18,973,0,6,18,967,-0.009164969450101923,0.0,2025,United States Grand Prix,91,Batch Percent,target_pit_success_h2_clean_actionable
2022 :: Abu Dhabi Grand Prix,68,1018,17,47,51,971,0.20958350662468073,0.488321369913648,2022,Abu Dhabi Grand Prix,1,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Australian Grand Prix,42,814,9,9,33,805,0.2787674530572941,0.4603438518286759,2022,Australian Grand Prix,2,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Austrian Grand Prix,85,1182,39,113,46,1069,0.2659461665433849,0.6441736485292923,2022,Austrian Grand Prix,3,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Azerbaijan Grand Prix,55,732,1,10,54,722,0.007174958606008031,0.13391576713565528,2022,Azerbaijan Grand Prix,4,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Bahrain Grand Prix,112,895,28,43,84,852,0.24046039542217756,0.4878409851741061,2022,Bahrain Grand Prix,5,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Belgian Grand Prix,72,647,35,79,37,568,0.2890775499070902,0.6532656180408063,2022,Belgian Grand Prix,6,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: British Grand Prix,20,267,9,23,11,244,0.28481383758428613,0.641276816247227,2022,British Grand Prix,7,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Canadian Grand Prix,61,1025,4,34,57,991,0.03938645774606808,0.2517908666806294,2022,Canadian Grand Prix,8,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Dutch Grand Prix,109,1094,26,63,83,1031,0.1972375589601082,0.47412635476043313,2022,Dutch Grand Prix,9,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Emilia Romagna Grand Prix,48,1007,21,5,27,1002,0.5532855214756398,0.6597936844632547,2022,Emilia Romagna Grand Prix,10,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: French Grand Prix,53,824,28,65,25,759,0.33214309889663574,0.6975869748427307,2022,French Grand Prix,11,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Hungarian Grand Prix,81,1207,14,33,67,1174,0.18092209856915753,0.4100170548788923,2022,Hungarian Grand Prix,12,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Italian Grand Prix,60,775,6,33,54,742,0.06847470667436051,0.3094219376254227,2022,Italian Grand Prix,13,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Japanese Grand Prix,8,177,2,7,6,170,0.19860046651116303,0.4900132593617059,2022,Japanese Grand Prix,14,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Mexico City Grand Prix,48,1283,5,17,43,1266,0.12297656438753324,0.3206032408380387,2022,Mexico City Grand Prix,15,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Miami Grand Prix,47,878,3,11,44,867,0.07682955597089391,0.25105795629049393,2022,Miami Grand Prix,16,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Monaco Grand Prix,63,980,14,24,49,956,0.2428123912286808,0.4655964404411549,2022,Monaco Grand Prix,17,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Saudi Arabian Grand Prix,31,486,5,5,26,481,0.22112066870778047,0.39953843009402307,2022,Saudi Arabian Grand Prix,18,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Singapore Grand Prix,38,600,7,14,31,586,0.20351772734838813,0.4241606779296666,2022,Singapore Grand Prix,19,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Spanish Grand Prix,106,1106,15,39,91,1067,0.13652505589898734,0.3694854518515716,2022,Spanish Grand Prix,20,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: São Paulo Grand Prix,80,950,10,3,70,947,0.19763098922206812,0.35299470698283103,2022,São Paulo Grand Prix,21,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: United States Grand Prix,68,772,11,27,57,745,0.1587180465471194,0.3951039508432683,2022,United States Grand Prix,22,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Abu Dhabi Grand Prix,71,993,11,21,60,972,0.1795750514050719,0.3894266569506781,2023,Abu Dhabi Grand Prix,23,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Australian Grand Prix,25,765,3,1,22,764,0.19991193306913246,0.3461836756042982,2023,Australian Grand Prix,24,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Austrian Grand Prix,81,1229,8,16,73,1213,0.12772515748679503,0.3122172851484782,2023,Austrian Grand Prix,25,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Azerbaijan Grand Prix,45,837,0,5,45,832,-0.010309278350515427,0.0,2023,Azerbaijan Grand Prix,26,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Bahrain Grand Prix,101,903,12,27,89,876,0.12223210382719596,0.33949869877248173,2023,Bahrain Grand Prix,27,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Belgian Grand Prix,76,721,3,3,73,718,0.06005400204835343,0.1982660804201177,2023,Belgian Grand Prix,28,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: British Grand Prix,38,710,6,18,32,692,0.16053151373675711,0.3922904175260058,2023,British Grand Prix,29,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Canadian Grand Prix,65,1122,4,7,61,1115,0.0908517492284473,0.24729442319382586,2023,Canadian Grand Prix,30,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Dutch Grand Prix,125,1048,7,0,118,1048,0.09584155311393605,0.23664319132398465,2023,Dutch Grand Prix,31,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Hungarian Grand Prix,74,1157,3,19,71,1138,0.035938043856595825,0.19968673637420553,2023,Hungarian Grand Prix,32,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Italian Grand Prix,42,739,0,4,42,735,-0.009440854172520163,0.0,2023,Italian Grand Prix,33,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Japanese Grand Prix,67,694,3,7,64,687,0.056342455944251246,0.21053381456362988,2023,Japanese Grand Prix,34,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Las Vegas Grand Prix,52,738,6,5,46,733,0.17143092172911611,0.3385304665728016,2023,Las Vegas Grand Prix,35,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Mexico City Grand Prix,51,1133,3,5,48,1128,0.09107763615295472,0.24199987084762112,2023,Mexico City Grand Prix,36,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Miami Grand Prix,38,1080,2,7,36,1073,0.0730399907446686,0.22867104832724214,2023,Miami Grand Prix,37,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Monaco Grand Prix,69,1426,12,16,57,1410,0.22682092227472717,0.414682655752578,2023,Monaco Grand Prix,38,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Qatar Grand Prix,100,844,4,6,96,838,0.05451688923802034,0.19928783156637173,2023,Qatar Grand Prix,39,MOA Percent,target_pit_any_h2_clean_actionable
